0.000,0.000,9.069,12.694,-9999.000,-9999.000,92,3.871,7.751,5.144,0.000,0,20121114,8505110054,â_èoêÏêÖån,îgê£êÏ
0,-50.000,7.639
0,-46.271,7.790
0,-43.892,7.863
0,-39.455,8.082
28,-36.046,8.170
0,-33.066,8.195
0,-30.683,8.242
0,-26.698,8.252
0,-24.641,8.247
0,-21.306,8.211
0,-18.272,8.185
28,-16.214,8.144
0,-14.643,8.218
0,-13.187,8.422
0,-12.479,8.461
0,-11.244,8.486
0,-9.695,8.538
0,-9.054,8.566
0,-7.674,8.571
0,-6.232,8.569
0,-5.394,8.557
0,-4.400,8.546
0,-3.021,8.589
0,-1.501,8.630
1,0.000,8.647
3,0.738,8.589
0,1.510,8.427
0,2.949,7.636
0,6.204,5.869
0,6.616,5.444
0,7.516,4.883
24,7.510,3.871
0,8.861,3.758
0,9.928,3.789
0,11.887,3.457
0,14.423,3.483
0,15.763,3.805
0,16.516,3.931
13,16.673,4.732
0,19.731,4.950
25,22.283,5.144
0,24.689,5.938
0,26.969,6.807
0,30.670,8.657
0,30.670,8.777
0,31.570,8.967
0,33.320,9.197
0,33.672,9.687
0,36.390,10.397
0,39.156,10.608
0,41.408,11.773
0,42.901,12.550
0,44.532,13.205
3,45.234,13.473
0,45.629,13.480
0,47.556,13.521
0,49.516,13.537
0,49.760,13.577
3,50.411,13.574
0,50.685,13.531
0,51.382,13.147
0,55.286,11.323
0,56.499,10.769
0,58.306,10.586
0,59.441,10.426
0,60.922,9.627
0,61.396,9.361
0,62.549,8.787
0,63.002,8.721
0,64.270,8.572
0,64.473,8.552
0,65.226,8.552
0,65.745,7.611
0,66.160,7.611
0,66.210,7.611
0,66.210,7.011
0,66.950,7.011
0,66.950,7.611
0,67.000,7.611
0,67.410,7.941
0,67.750,8.041
0,68.410,8.041
28,68.780,7.741
0,69.540,7.746
0,70.464,7.754
0,72.354,7.756
0,74.999,7.761
0,79.836,7.753
0,84.119,7.748
0,87.380,7.753
0,90.575,7.756
28,92.920,7.741
0.200,205.000,13.142,12.862,-9999.000,-9999.000,107,7.589,7.539,5.757,0.000,0,20121114,8505110054,â_èoêÏêÖån,îgê£êÏ
28,-50.130,8.228
0,-46.622,8.214
0,-43.597,8.204
0,-39.590,8.199
0,-36.267,8.192
0,-33.269,8.201
0,-29.719,8.198
28,-25.863,8.208
0,-25.685,8.250
0,-25.520,8.350
0,-25.170,8.344
0,-25.120,8.344
0,-25.120,7.894
0,-24.670,7.894
0,-24.670,8.344
24,-24.620,8.344
0,-23.130,8.830
0,-21.705,9.003
0,-20.985,9.185
0,-19.733,9.734
0,-14.130,11.427
0,-13.112,11.442
0,-12.027,11.460
0,-10.582,11.576
3,-6.673,13.452
0,-5.828,13.471
0,-4.852,13.398
0,-3.785,13.369
0,-2.408,13.381
0,-1.193,13.472
3,-0.430,13.422
1,0.000,13.128
0,0.659,12.823
0,2.368,11.788
0,4.417,10.711
0,7.159,10.393
0,9.702,9.447
0,13.220,9.254
0,17.052,9.199
0,20.284,8.388
24,23.607,7.589
0,27.744,7.471
13,29.636,7.323
0,31.755,6.274
0,33.404,5.145
0,34.070,4.656
0,36.246,4.514
0,38.239,4.588
0,38.783,4.961
0,39.935,5.212
0,41.734,5.231
0,42.769,4.866
0,43.632,4.544
0,45.190,4.252
0,45.872,4.234
0,46.558,4.533
0,47.206,5.577
13,47.816,6.383
0,48.449,6.404
0,50.200,5.904
25,52.393,5.757
0,53.483,6.418
0,55.529,6.726
0,58.039,7.126
0,64.635,10.447
0,67.549,10.770
0,69.832,11.938
0,71.245,12.710
0,72.234,13.322
3,72.758,13.634
0,73.444,13.701
0,74.781,13.711
0,76.915,13.714
3,78.055,13.703
0,80.329,12.321
0,83.362,10.748
0,84.979,10.620
0,86.323,10.574
0,87.262,10.169
0,87.903,9.804
0,89.540,9.598
0,90.008,9.599
25,90.596,8.603
0,90.896,8.603
0,90.896,8.310
0,91.196,8.310
0,91.196,8.603
0,91.246,8.603
0,91.634,8.634
0,93.415,8.566
0,95.399,8.502
0,96.958,8.439
0,98.695,7.960
0,99.735,7.748
0,102.285,7.649
0,102.385,7.649
0,102.385,7.444
0,106.299,7.444
0,106.299,7.649
28,107.099,7.649
0,109.120,7.649
0,110.292,7.644
0,112.348,7.608
0,113.109,7.474
0,116.463,7.463
0,120.076,7.432
28,123.040,7.389
0.400,185.000,11.854,13.123,-9999.000,-9999.000,111,9.214,7.454,5.880,0.000,0,20121114,8505110054,â_èoêÏêÖån,îgê£êÏ
0,-50.347,8.766
0,-45.952,8.810
0,-44.771,8.839
0,-43.737,8.849
0,-43.437,8.797
0,-43.267,8.686
0,-43.064,8.686
0,-42.924,8.787
0,-42.721,8.819
0,-42.413,8.855
28,-41.243,8.871
0,-39.444,8.874
0,-37.075,8.864
0,-34.649,8.854
0,-31.542,8.813
0,-28.652,8.804
0,-24.362,8.784
0,-20.569,8.830
28,-19.068,8.776
0,-17.513,8.739
0,-14.959,8.855
24,-13.161,9.130
0,-12.171,9.494
0,-11.131,9.907
0,-9.969,10.410
0,-8.928,10.744
0,-7.194,10.919
0,-6.138,11.302
0,-5.216,11.672
3,-4.514,11.880
0,-4.137,11.873
0,-2.813,11.878
0,-1.646,11.868
3,-0.806,11.837
1,0.000,11.589
0,1.224,10.965
0,2.020,10.831
0,4.150,9.817
24,5.739,9.214
0,7.836,9.026
0,11.521,9.107
0,14.750,9.077
0,16.904,8.907
0,21.209,8.955
0,25.270,8.912
0,29.193,8.738
13,31.762,8.666
0,33.435,8.354
0,35.941,7.451
0,37.120,7.469
0,38.242,7.599
0,39.856,7.478
0,40.829,7.110
0,41.974,6.964
0,43.719,6.171
0,43.719,6.171
0,45.219,6.060
0,47.516,6.081
0,50.280,6.137
0,51.008,6.176
0,52.230,6.168
0,52.546,6.149
0,52.546,6.149
0,54.527,5.999
25,56.333,5.880
0,56.900,6.125
0,61.190,8.186
0,64.102,9.682
0,65.659,10.478
0,68.786,10.902
0,72.712,12.980
0,73.302,13.360
3,74.201,13.818
0,74.770,13.856
0,76.598,13.871
0,78.367,13.846
3,79.027,13.839
0,79.738,13.487
0,82.580,11.898
0,84.618,10.892
0,85.447,10.779
0,87.473,10.613
0,88.836,10.025
0,90.127,9.928
0,90.750,9.928
25,91.400,8.917
0,91.572,8.917
0,91.572,8.630
0,91.906,8.631
0,91.906,8.916
0,92.288,8.916
0,92.821,8.971
0,93.605,8.929
0,95.110,8.840
0,96.451,8.762
0,97.202,8.769
0,98.176,8.573
0,99.411,8.039
0,99.511,8.039
0,99.511,7.650
0,100.011,7.650
0,100.011,8.035
0,100.111,8.035
0,100.701,8.006
28,101.534,7.467
0,103.293,7.437
0,107.616,7.439
0,110.398,7.453
0,114.535,7.466
0,118.588,7.458
28,123.150,7.461
0.600,168.000,13.645,13.144,-9999.000,-9999.000,122,8.254,8.046,6.272,0.000,0,20121114,8505110054,â_èoêÏêÖån,îgê£êÏ
28,-50.000,8.458
0,-47.018,8.464
0,-45.002,8.461
0,-41.026,8.445
0,-37.706,8.441
0,-35.001,8.432
0,-32.180,8.420
0,-29.088,8.423
0,-25.129,8.433
0,-22.275,8.423
0,-19.969,8.426
28,-16.923,8.444
0,-16.009,8.433
0,-15.897,8.361
0,-15.792,8.369
0,-15.440,8.645
0,-14.858,8.718
0,-14.720,8.715
0,-14.660,8.715
0,-14.660,8.115
0,-14.060,8.115
0,-14.060,8.715
24,-14.000,8.715
0,-11.466,9.013
0,-10.949,9.135
0,-9.699,9.608
0,-8.814,10.032
0,-7.680,10.428
0,-6.548,10.663
0,-4.671,10.899
0,-2.767,11.885
0,-1.428,12.597
1,0.000,13.391
3,0.721,13.635
0,1.231,13.680
0,1.745,13.667
0,2.961,13.676
0,4.191,13.669
0,4.337,13.691
3,4.787,13.688
0,6.970,13.003
0,9.415,11.839
0,11.412,10.930
0,14.393,10.600
0,18.115,9.058
24,20.339,8.254
0,21.773,8.191
0,25.082,8.095
0,29.484,8.158
0,33.205,8.091
0,36.873,8.263
13,40.953,7.892
0,41.442,6.864
0,42.581,6.281
0,43.743,5.968
0,46.033,5.926
0,48.617,5.872
0,49.487,6.207
0,52.586,6.290
0,54.425,6.371
0,56.273,6.386
0,57.337,6.343
0,57.749,6.288
25,58.077,6.272
0,58.275,6.349
0,60.048,7.112
0,64.873,9.532
0,66.733,10.528
0,68.693,10.656
0,70.076,11.000
0,73.608,12.931
0,74.189,13.253
0,74.642,13.509
3,75.360,13.765
0,75.818,13.760
0,77.701,13.795
0,79.573,13.762
3,79.961,13.765
0,80.175,13.734
0,80.807,13.494
0,81.523,13.004
0,82.580,12.485
0,84.170,11.696
0,85.635,10.966
0,86.338,10.882
0,88.174,10.580
0,89.113,10.462
0,90.035,10.411
0,90.741,10.317
