水系名,河川名,河川番号,地方整備局名,事務所名,管轄出張所名,左右岸,距離標名,緯度,経度,測量年月日,設置日,撤去日
九頭竜川水系,日野川,8606070019,近畿地方整備局,福井河川国道事務所,九頭竜川出張所,左岸,0.000,36.1070097400,136.1802178000,20040399,,
九頭竜川水系,日野川,8606070019,近畿地方整備局,福井河川国道事務所,九頭竜川出張所,右岸,0.000,36.1080830400,136.1853958000,20040399,,
九頭竜川水系,日野川,8606070019,近畿地方整備局,福井河川国道事務所,九頭竜川出張所,左岸,0.200,36.1057861800,136.1810180000,20040399,,
九頭竜川水系,日野川,8606070019,近畿地方整備局,福井河川国道事務所,九頭竜川出張所,右岸,0.200,36.1062825500,136.1852515000,20040399,,
九頭竜川水系,日野川,8606070019,近畿地方整備局,福井河川国道事務所,九頭竜川出張所,左岸,0.400,36.1043903700,136.1815852000,20040399,,
九頭竜川水系,日野川,8606070019,近畿地方整備局,福井河川国道事務所,九頭竜川出張所,右岸,0.400,36.1044924900,136.1851181000,20040399,,
九頭竜川水系,日野川,8606070019,近畿地方整備局,福井河川国道事務所,九頭竜川出張所,左岸,0.600,36.1029402500,136.1818845000,20040399,,
九頭竜川水系,日野川,8606070019,近畿地方整備局,福井河川国道事務所,九頭竜川出張所,右岸,0.600,36.1026970100,136.1849921000,20040399,,
九頭竜川水系,日野川,8606070019,近畿地方整備局,福井河川国道事務所,九頭竜川出張所,左岸,0.800,36.1014919300,136.1818974000,20040399,,
九頭竜川水系,日野川,8606070019,近畿地方整備局,福井河川国道事務所,九頭竜川出張所,右岸,0.800,36.1008284500,136.1848583000,20040399,,
九頭竜川水系,日野川,8606070019,近畿地方整備局,福井河川国道事務所,九頭竜川出張所,左岸,1.000,36.1000109800,136.1816044000,20040399,,
九頭竜川水系,日野川,8606070019,近畿地方整備局,福井河川国道事務所,九頭竜川出張所,右岸,1.000,36.0989734900,136.1843192000,20040399,,
九頭竜川水系,日野川,8606070019,近畿地方整備局,福井河川国道事務所,九頭竜川出張所,左岸,1.200,36.0983548900,136.1809703000,20040399,,
九頭竜川水系,日野川,8606070019,近畿地方整備局,福井河川国道事務所,九頭竜川出張所,右岸,1.200,36.0972736900,136.1834532000,20040399,,
九頭竜川水系,日野川,8606070019,近畿地方整備局,福井河川国道事務所,九頭竜川出張所,左岸,1.400,36.0969774100,136.1798955000,20040399,,
九頭竜川水系,日野川,8606070019,近畿地方整備局,福井河川国道事務所,九頭竜川出張所,右岸,1.400,36.0956485900,136.1825340000,20040399,,
九頭竜川水系,日野川,8606070019,近畿地方整備局,福井河川国道事務所,九頭竜川出張所,左岸,1.600,36.0930750100,136.1799030000,20040399,,
九頭竜川水系,日野川,8606070019,近畿地方整備局,福井河川国道事務所,九頭竜川出張所,右岸,1.600,36.0954454400,136.1825275000,20040399,,
九頭竜川水系,日野川,8606070019,近畿地方整備局,福井河川国道事務所,九頭竜川出張所,左岸,1.800,36.0918802900,136.1824300000,20040399,,
九頭竜川水系,日野川,8606070019,近畿地方整備局,福井河川国道事務所,九頭竜川出張所,右岸,1.800,36.0942114200,136.1835597000,20040399,,
九頭竜川水系,日野川,8606070019,近畿地方整備局,福井河川国道事務所,九頭竜川出張所,左岸,2.000,36.0911536700,136.1837750000,20040399,,
九頭竜川水系,日野川,8606070019,近畿地方整備局,福井河川国道事務所,九頭竜川出張所,右岸,2.000,36.0931593900,136.1852747000,20040399,,
九頭竜川水系,日野川,8606070019,近畿地方整備局,福井河川国道事務所,九頭竜川出張所,左岸,2.200,36.0904682800,136.1845611000,20040399,,
九頭竜川水系,日野川,8606070019,近畿地方整備局,福井河川国道事務所,九頭竜川出張所,右岸,2.200,36.0918802000,136.1872210000,20040399,,
九頭竜川水系,日野川,8606070019,近畿地方整備局,福井河川国道事務所,九頭竜川出張所,左岸,2.400,36.0898699300,136.1848332000,20040399,,
九頭竜川水系,日野川,8606070019,近畿地方整備局,福井河川国道事務所,九頭竜川出張所,右岸,2.400,36.0902711300,136.1881185000,20040399,,
九頭竜川水系,日野川,8606070019,近畿地方整備局,福井河川国道事務所,九頭竜川出張所,左岸,2.600,36.0892193300,136.1848573000,20040399,,
