水系名,河川名,河川番号,地方整備局名,事務所名,管轄出張所名,左右岸,距離標名,緯度,経度,測量年月日,設置日,撤去日
石狩川水系,月寒川,8101030050,北海道開発局,石狩川開発建設部,,左岸,0.200,43.0873125100,141.4326692000,20030228,,
石狩川水系,月寒川,8101030050,北海道開発局,石狩川開発建設部,,右岸,0.200,43.0872517100,141.4344631000,20030228,,
石狩川水系,月寒川,8101030050,北海道開発局,石狩川開発建設部,,左岸,0.400,43.0855199100,141.4328555000,20030228,,
石狩川水系,月寒川,8101030050,北海道開発局,石狩川開発建設部,,右岸,0.400,43.0854534300,141.4343496000,20030228,,
石狩川水系,月寒川,8101030050,北海道開発局,石狩川開発建設部,,左岸,0.600,43.0836867300,141.4327648000,20030228,,
石狩川水系,月寒川,8101030050,北海道開発局,石狩川開発建設部,,右岸,0.600,43.0836773600,141.4341646000,20030228,,
石狩川水系,月寒川,8101030050,北海道開発局,石狩川開発建設部,,左岸,0.800,43.0818708400,141.4326815000,20030228,,
石狩川水系,月寒川,8101030050,北海道開発局,石狩川開発建設部,,右岸,0.800,43.0818153600,141.4339789000,20030228,,
石狩川水系,月寒川,8101030050,北海道開発局,石狩川開発建設部,,左岸,1.000,43.0801643000,141.4318024000,20030228,,
石狩川水系,月寒川,8101030050,北海道開発局,石狩川開発建設部,,右岸,1.000,43.0800811500,141.4335829000,20070228,,
石狩川水系,月寒川,8101030050,北海道開発局,石狩川開発建設部,,左岸,1.200,43.0782805900,141.4323957000,20030228,,
石狩川水系,月寒川,8101030050,北海道開発局,石狩川開発建設部,,右岸,1.200,43.0782359100,141.4338006000,20030228,,
石狩川水系,月寒川,8101030050,北海道開発局,石狩川開発建設部,,左岸,1.400,43.0764819300,141.4323670000,20030228,,
石狩川水系,月寒川,8101030050,北海道開発局,石狩川開発建設部,,右岸,1.400,43.0764369900,141.4336793000,20030228,,
石狩川水系,月寒川,8101030050,北海道開発局,石狩川開発建設部,,左岸,1.600,43.0746985500,141.4322106000,20030228,,
石狩川水系,月寒川,8101030050,北海道開発局,石狩川開発建設部,,右岸,1.600,43.0746619300,141.4335222000,20030228,,
石狩川水系,月寒川,8101030050,北海道開発局,石狩川開発建設部,,左岸,1.800,43.0728755100,141.4322682000,20030228,,
石狩川水系,月寒川,8101030050,北海道開発局,石狩川開発建設部,,右岸,1.800,43.0728531100,141.4330401000,20070228,,
石狩川水系,月寒川,8101030050,北海道開発局,石狩川開発建設部,,左岸,2.000,43.0710649700,141.4323866000,20070228,,
石狩川水系,月寒川,8101030050,北海道開発局,石狩川開発建設部,,右岸,2.000,43.0710323600,141.4331691000,20030228,,
石狩川水系,月寒川,8101030050,北海道開発局,石狩川開発建設部,,左岸,2.200,43.0692683000,141.4320426000,20030228,,
石狩川水系,月寒川,8101030050,北海道開発局,石狩川開発建設部,,右岸,2.200,43.0692327800,141.4330137000,20030228,,
石狩川水系,月寒川,8101030050,北海道開発局,石狩川開発建設部,,左岸,2.400,43.0674667300,141.4318929000,20030228,,
石狩川水系,月寒川,8101030050,北海道開発局,石狩川開発建設部,,右岸,2.400,43.0674411800,141.4329119000,20030228,,
石狩川水系,月寒川,8101030050,北海道開発局,石狩川開発建設部,,左岸,2.600,43.0656945000,141.4320085000,20070228,,
石狩川水系,月寒川,8101030050,北海道開発局,石狩川開発建設部,,右岸,2.600,43.0656600400,141.4327853000,20030228,,
