水系名,河川名,河川番号,地方整備局名,事務所名,管轄出張所名,左右岸,距離標名,緯度,経度,測量年月日,設置日,撤去日
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,左岸,-0.600,34.3099489500,133.7925122000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,左岸,-0.400,34.3086314200,133.7939955000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,左岸,-0.200,34.3073140000,133.7954788000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,左岸,0.000,34.3059968800,133.7969623000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,右岸,0.000,34.3071591400,133.7993389000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,左岸,0.200,34.3045739000,133.7980823000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,右岸,0.200,34.3056083000,133.8002634000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,左岸,0.400,34.3030181400,133.7994590000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,右岸,0.400,34.3040320200,133.8013003000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,左岸,0.600,34.3016102000,133.8005626000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,右岸,0.600,34.3023956300,133.8024819000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,左岸,0.800,34.3000627900,133.8019060000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,右岸,0.800,34.3008548800,133.8036077000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,左岸,1.000,34.2986086600,133.8030073000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,右岸,1.000,34.2992817600,133.8047321000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,左岸,1.200,34.2970081000,133.8040324000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,右岸,1.200,34.2974427300,133.8056485000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,左岸,1.400,34.2953150300,133.8042653000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,右岸,1.400,34.2955303100,133.8057949000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,左岸,1.600,34.2937895600,133.8041683000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,右岸,1.600,34.2938401400,133.8058054000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,左岸,1.800,34.2920243000,133.8054984000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,右岸,1.800,34.2929429100,133.8065733000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,左岸,2.000,34.2912762300,133.8076014000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,右岸,2.000,34.2924229700,133.8079138000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,左岸,2.200,34.2907044800,133.8095418000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,右岸,2.200,34.2917651400,133.8103779000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,左岸,2.400,34.2892815000,133.8108353000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,右岸,2.400,34.2899512000,133.8120041000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,左岸,2.600,34.2876385200,133.8117570000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,右岸,2.600,34.2878913900,133.8132008000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,左岸,2.800,34.2860816300,133.8128573000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,右岸,2.800,34.2865430100,133.8142492000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,左岸,3.000,34.2843351900,133.8145190000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,右岸,3.000,34.2850056800,133.8157201000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,左岸,3.200,34.2829390800,133.8162503000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,右岸,3.200,34.2838902600,133.8172691000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,左岸,3.400,34.2818143100,133.8180389000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,右岸,3.400,34.2828650900,133.8191262000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,左岸,3.600,34.2808058400,133.8194374000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,右岸,3.600,34.2815780500,133.8209068000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,左岸,3.800,34.2792378600,133.8211063000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,右岸,3.800,34.2801232500,133.8221893000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,左岸,4.000,34.2778971000,133.8223856000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,右岸,4.000,34.2785779000,133.8236967000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,左岸,4.200,34.2763520600,133.8234738000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,右岸,4.200,34.2770591900,133.8251759000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,左岸,4.400,34.2748707400,133.8246984000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,右岸,4.400,34.2754727400,133.8262559000,20030299,,
土器川水系,土器川,8808080001,四国地方整備局,香川河川国道事務所,土器川出張所,左岸,4.600,34.2732355200,133.8257855000,20030299,,
