水系名,河川名,河川番号,地方整備局名,事務所名,管轄出張所名,左右岸,距離標名,緯度,経度,測量年月日,設置日,撤去日
最上川水系,京田川,8202110004,東北地方整備局,酒田河川国道事務所,酒田出張所,右岸,2.200,38.9083426300,139.8197625000,20060222,,
最上川水系,京田川,8202110004,東北地方整備局,酒田河川国道事務所,酒田出張所,右岸,2.400,38.9069016300,139.8208902000,20060222,,
最上川水系,京田川,8202110004,東北地方整備局,酒田河川国道事務所,酒田出張所,右岸,2.600,38.9053786200,139.8221019000,20060221,,
最上川水系,京田川,8202110004,東北地方整備局,酒田河川国道事務所,酒田出張所,右岸,2.800,38.9039465800,139.8232275000,20060222,,
最上川水系,京田川,8202110004,東北地方整備局,酒田河川国道事務所,酒田出張所,右岸,3.000,38.9021278300,139.8246769000,20060221,,
最上川水系,京田川,8202110004,東北地方整備局,酒田河川国道事務所,酒田出張所,右岸,3.200,38.9006693400,139.8259734000,20060222,,
最上川水系,京田川,8202110004,東北地方整備局,酒田河川国道事務所,酒田出張所,右岸,3.400,38.8987262400,139.8274379000,20060221,,
最上川水系,京田川,8202110004,東北地方整備局,酒田河川国道事務所,酒田出張所,右岸,3.600,38.8970807600,139.8290615000,20060222,,
最上川水系,京田川,8202110004,東北地方整備局,酒田河川国道事務所,酒田出張所,右岸,3.800,38.8955215500,139.8305702000,20060222,,
最上川水系,京田川,8202110004,東北地方整備局,酒田河川国道事務所,酒田出張所,右岸,4.000,38.8938226200,139.8321875000,20060221,,
最上川水系,京田川,8202110004,東北地方整備局,酒田河川国道事務所,酒田出張所,右岸,4.200,38.8922220900,139.8337286000,20060222,,
最上川水系,京田川,8202110004,東北地方整備局,酒田河川国道事務所,酒田出張所,右岸,4.400,38.8908273600,139.8349853000,20060221,,
最上川水系,京田川,8202110004,東北地方整備局,酒田河川国道事務所,酒田出張所,右岸,4.600,38.8895204600,139.8363298000,20060222,,
最上川水系,京田川,8202110004,東北地方整備局,酒田河川国道事務所,酒田出張所,右岸,4.800,38.8882543600,139.8375441000,20060221,,
最上川水系,京田川,8202110004,東北地方整備局,酒田河川国道事務所,酒田出張所,右岸,5.000,38.8866873800,139.8390393000,20060222,,
