水系名,河川名,河川番号,地方整備局名,事務所名,管轄出張所名,左右岸,距離標名,緯度,経度,測量年月日,設置日,撤去日
北上川水系,雫石川,8202040482,東北地方整備局,岩手河川国道事務所,盛岡出張所,左岸,0.000,39.6952439800,141.1426472000,20030399,,
北上川水系,雫石川,8202040482,東北地方整備局,岩手河川国道事務所,盛岡出張所,右岸,0.000,39.6928598100,141.1451544000,20030399,,
北上川水系,雫石川,8202040482,東北地方整備局,岩手河川国道事務所,盛岡出張所,左岸,0.200,39.6956777000,141.1410134000,20030399,,
北上川水系,雫石川,8202040482,東北地方整備局,岩手河川国道事務所,盛岡出張所,右岸,0.200,39.6919098700,141.1417075000,20030399,,
北上川水系,雫石川,8202040482,東北地方整備局,岩手河川国道事務所,盛岡出張所,左岸,0.400,39.6958865900,141.1401447000,20030399,,
北上川水系,雫石川,8202040482,東北地方整備局,岩手河川国道事務所,盛岡出張所,右岸,0.400,39.6919075200,141.1387202000,20030399,,
北上川水系,雫石川,8202040482,東北地方整備局,岩手河川国道事務所,盛岡出張所,左岸,0.600,39.6961436600,141.1382328000,20030399,,
北上川水系,雫石川,8202040482,東北地方整備局,岩手河川国道事務所,盛岡出張所,右岸,0.600,39.6925015400,141.1365033000,20030399,,
北上川水系,雫石川,8202040482,東北地方整備局,岩手河川国道事務所,盛岡出張所,左岸,0.800,39.6969375300,141.1362958000,20030399,,
北上川水系,雫石川,8202040482,東北地方整備局,岩手河川国道事務所,盛岡出張所,右岸,0.800,39.6933993600,141.1336141000,20030399,,
北上川水系,雫石川,8202040482,東北地方整備局,岩手河川国道事務所,盛岡出張所,左岸,1.000,39.6980191600,141.1339849000,20030399,,
北上川水系,雫石川,8202040482,東北地方整備局,岩手河川国道事務所,盛岡出張所,右岸,1.000,39.6940570800,141.1313951000,20030399,,
北上川水系,雫石川,8202040482,東北地方整備局,岩手河川国道事務所,盛岡出張所,左岸,1.200,39.6987967800,141.1323666000,20030399,,
北上川水系,雫石川,8202040482,東北地方整備局,岩手河川国道事務所,盛岡出張所,右岸,1.200,39.6950836400,141.1288784000,20030399,,
北上川水系,雫石川,8202040482,東北地方整備局,岩手河川国道事務所,盛岡出張所,左岸,1.400,39.6996399400,141.1304255000,20030399,,
北上川水系,雫石川,8202040482,東北地方整備局,岩手河川国道事務所,盛岡出張所,右岸,1.400,39.6962392200,141.1271217000,20030399,,
北上川水系,雫石川,8202040482,東北地方整備局,岩手河川国道事務所,盛岡出張所,左岸,1.600,39.7008177600,141.1286204000,20030399,,
北上川水系,雫石川,8202040482,東北地方整備局,岩手河川国道事務所,盛岡出張所,右岸,1.600,39.6971903700,141.1248627000,20030399,,
