水系名,河川名,河川番号,地方整備局名,事務所名,管轄出張所名,左右岸,距離標名,緯度,経度,測量年月日,設置日,撤去日
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,左岸,0.000,32.8471657900,130.0763538000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,右岸,0.000,32.8475613600,130.0775642000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,左岸,0.200,32.8455715300,130.0771227000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,右岸,0.200,32.8454509600,130.0779305000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,左岸,0.400,32.8438322400,130.0769447000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,右岸,0.400,32.8438433200,130.0776311000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,左岸,0.600,32.8422892200,130.0765786000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,右岸,0.600,32.8416666600,130.0769595000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,左岸,0.800,32.8411136800,130.0748726000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,右岸,0.800,32.8406805700,130.0754645000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,左岸,1.000,32.8394611100,130.0739447000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,右岸,1.000,32.8394478400,130.0746687000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,左岸,1.200,32.8376529300,130.0738681000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,右岸,1.200,32.8376221000,130.0745616000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,左岸,1.400,32.8359509800,130.0740250000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,右岸,1.400,32.8357002900,130.0747345000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,左岸,1.600,32.8348423300,130.0730646000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,右岸,1.600,32.8342900900,130.0729989000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,左岸,1.800,32.8354824800,130.0710612000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,右岸,1.800,32.8349670500,130.0709362000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,左岸,2.000,32.8354790900,130.0689129000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,右岸,2.000,32.8349710800,130.0689425000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,左岸,2.200,32.8357724700,130.0669441000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,右岸,2.200,32.8352766500,130.0666981000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,左岸,2.400,32.8352938200,130.0648885000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,右岸,2.400,32.8348946500,130.0652164000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,左岸,2.600,32.8350301400,130.0631314000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,右岸,2.600,32.8346995500,130.0630541000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,左岸,2.800,32.8344967000,130.0609768000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,右岸,2.800,32.8342598100,130.0615393000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,左岸,3.000,32.8334414900,130.0597305000,20019999,,
本明川水系,半造川,8909030004,九州地方整備局,長崎河川国道事務所,諫早出張所,右岸,3.000,32.8328752400,130.0601996000,20019999,,
