水系名,河川名,河川番号,地方整備局名,事務所名,管轄出張所名,左右岸,距離標名,緯度,経度,測量年月日,設置日,撤去日
大井川水系,大井川,8505030001,中部地方整備局,静岡河川事務所,島田出張所,左岸,-0.400,34.7712836600,138.2967246000,20041014,,
大井川水系,大井川,8505030001,中部地方整備局,静岡河川事務所,島田出張所,右岸,-0.400,34.7655331400,138.2895823000,20041029,,
大井川水系,大井川,8505030001,中部地方整備局,静岡河川事務所,島田出張所,左岸,-0.200,34.7724473600,138.2950350000,20041014,,
大井川水系,大井川,8505030001,中部地方整備局,静岡河川事務所,島田出張所,右岸,-0.200,34.7667367200,138.2879621000,20041029,,
大井川水系,大井川,8505030001,中部地方整備局,静岡河川事務所,島田出張所,左岸,0.000,34.7737606600,138.2935304000,20041014,,
大井川水系,大井川,8505030001,中部地方整備局,静岡河川事務所,島田出張所,右岸,0.000,34.7680175800,138.2864373000,20041029,,
大井川水系,大井川,8505030001,中部地方整備局,静岡河川事務所,島田出張所,左岸,0.200,34.7750710100,138.2920341000,20041014,,
大井川水系,大井川,8505030001,中部地方整備局,静岡河川事務所,島田出張所,右岸,0.200,34.7692984400,138.2846968000,20041029,,
大井川水系,大井川,8505030001,中部地方整備局,静岡河川事務所,島田出張所,左岸,0.400,34.7763623400,138.2905154000,20041014,,
大井川水系,大井川,8505030001,中部地方整備局,静岡河川事務所,島田出張所,右岸,0.400,34.7704838000,138.2830979000,20041029,,
大井川水系,大井川,8505030001,中部地方整備局,静岡河川事務所,島田出張所,左岸,0.600,34.7776462600,138.2889925000,20041014,,
大井川水系,大井川,8505030001,中部地方整備局,静岡河川事務所,島田出張所,右岸,0.600,34.7716935300,138.2814788000,20041029,,
大井川水系,大井川,8505030001,中部地方整備局,静岡河川事務所,島田出張所,左岸,0.800,34.7788666600,138.2874947000,20041014,,
大井川水系,大井川,8505030001,中部地方整備局,静岡河川事務所,島田出張所,右岸,0.800,34.7729126300,138.2798612000,20041029,,
大井川水系,大井川,8505030001,中部地方整備局,静岡河川事務所,島田出張所,左岸,1.000,34.7801717700,138.2858631000,20041014,,
大井川水系,大井川,8505030001,中部地方整備局,静岡河川事務所,島田出張所,右岸,1.000,34.7741274500,138.2782536000,20041029,,
大井川水系,大井川,8505030001,中部地方整備局,静岡河川事務所,島田出張所,左岸,1.200,34.7813686700,138.2841959000,20041014,,
大井川水系,大井川,8505030001,中部地方整備局,静岡河川事務所,島田出張所,右岸,1.200,34.7752968100,138.2767014000,20041029,,
大井川水系,大井川,8505030001,中部地方整備局,静岡河川事務所,島田出張所,左岸,1.400,34.7826172000,138.2826342000,20041014,,
大井川水系,大井川,8505030001,中部地方整備局,静岡河川事務所,島田出張所,右岸,1.400,34.7765107900,138.2750925000,20041029,,
大井川水系,大井川,8505030001,中部地方整備局,静岡河川事務所,島田出張所,左岸,1.600,34.7838979600,138.2810981000,20041014,,
大井川水系,大井川,8505030001,中部地方整備局,静岡河川事務所,島田出張所,右岸,1.600,34.7777249600,138.2734430000,20041029,,
大井川水系,大井川,8505030001,中部地方整備局,静岡河川事務所,島田出張所,左岸,1.800,34.7853000100,138.2797250000,20041014,,
大井川水系,大井川,8505030001,中部地方整備局,静岡河川事務所,島田出張所,右岸,1.800,34.7789789100,138.2718654000,20041029,,
大井川水系,大井川,8505030001,中部地方整備局,静岡河川事務所,島田出張所,左岸,2.000,34.7866144400,138.2782231000,20041014,,
大井川水系,大井川,8505030001,中部地方整備局,静岡河川事務所,島田出張所,右岸,2.000,34.7803563000,138.2704517000,20041029,,
大井川水系,大井川,8505030001,中部地方整備局,静岡河川事務所,島田出張所,左岸,2.200,34.7879323200,138.2767189000,20041014,,
大井川水系,大井川,8505030001,中部地方整備局,静岡河川事務所,島田出張所,右岸,2.200,34.7815730500,138.2690917000,20041029,,
大井川水系,大井川,8505030001,中部地方整備局,静岡河川事務所,島田出張所,左岸,2.400,34.7891850100,138.2751489000,20041014,,
