水系名,河川名,河川番号,地方整備局名,事務所名,管轄出張所名,左右岸,距離標名,緯度,経度,測量年月日,設置日,撤去日
筑後川水系,玖珠川,8909060223,九州地方整備局,筑後川河川事務所,日田出張所,左岸,0.000,33.3019537200,130.9488637000,20010399,,
筑後川水系,玖珠川,8909060223,九州地方整備局,筑後川河川事務所,日田出張所,右岸,0.000,33.3029731600,130.9485448000,20010399,,
筑後川水系,玖珠川,8909060223,九州地方整備局,筑後川河川事務所,日田出張所,左岸,0.200,33.3020977900,130.9510415000,20010399,,
筑後川水系,玖珠川,8909060223,九州地方整備局,筑後川河川事務所,日田出張所,右岸,0.200,33.3035431800,130.9508932000,20010399,,
筑後川水系,玖珠川,8909060223,九州地方整備局,筑後川河川事務所,日田出張所,左岸,0.400,33.3020200300,130.9525860000,20010399,,
筑後川水系,玖珠川,8909060223,九州地方整備局,筑後川河川事務所,日田出張所,右岸,0.400,33.3033855800,130.9532610000,20010399,,
筑後川水系,玖珠川,8909060223,九州地方整備局,筑後川河川事務所,日田出張所,左岸,0.600,33.3015434100,130.9548213000,20010399,,
筑後川水系,玖珠川,8909060223,九州地方整備局,筑後川河川事務所,日田出張所,右岸,0.600,33.3023736300,130.9553726000,20010399,,
筑後川水系,玖珠川,8909060223,九州地方整備局,筑後川河川事務所,日田出張所,左岸,0.800,33.3007325400,130.9564719000,20010399,,
筑後川水系,玖珠川,8909060223,九州地方整備局,筑後川河川事務所,日田出張所,右岸,0.800,33.3010697400,130.9571350000,20010399,,
筑後川水系,玖珠川,8909060223,九州地方整備局,筑後川河川事務所,日田出張所,左岸,1.000,33.2992489000,130.9568450000,20010399,,
筑後川水系,玖珠川,8909060223,九州地方整備局,筑後川河川事務所,日田出張所,右岸,1.000,33.2991573000,130.9576919000,20010399,,
