水系名,河川名,河川番号,地方整備局名,事務所名,管轄出張所名,左右岸,距離標名,緯度,経度,測量年月日,設置日,撤去日
番匠川水系,久留須川,8909170063,九州地方整備局,佐伯河川国道事務所,佐伯出張所,左岸,0.000,32.9510624100,131.7989518000,20040399,,
番匠川水系,久留須川,8909170063,九州地方整備局,佐伯河川国道事務所,佐伯出張所,右岸,0.000,32.9513953100,131.7994975000,20040399,,
番匠川水系,久留須川,8909170063,九州地方整備局,佐伯河川国道事務所,佐伯出張所,左岸,0.200,32.9497376800,131.8002075000,20020399,,
番匠川水系,久留須川,8909170063,九州地方整備局,佐伯河川国道事務所,佐伯出張所,右岸,0.200,32.9499617200,131.8007939000,20020399,,
番匠川水系,久留須川,8909170063,九州地方整備局,佐伯河川国道事務所,佐伯出張所,左岸,0.400,32.9480980900,131.8006053000,20020399,19990199,
番匠川水系,久留須川,8909170063,九州地方整備局,佐伯河川国道事務所,佐伯出張所,右岸,0.400,32.9479472200,131.8012827000,20020399,,
番匠川水系,久留須川,8909170063,九州地方整備局,佐伯河川国道事務所,佐伯出張所,左岸,0.600,32.9465778800,131.8000173000,20020399,19990499,
番匠川水系,久留須川,8909170063,九州地方整備局,佐伯河川国道事務所,佐伯出張所,左岸,0.800,32.9455331200,131.7983913000,20020399,,
番匠川水系,久留須川,8909170063,九州地方整備局,佐伯河川国道事務所,佐伯出張所,左岸,1.000,32.9439405100,131.7971051000,20020399,,
番匠川水系,久留須川,8909170063,九州地方整備局,佐伯河川国道事務所,佐伯出張所,右岸,1.000,32.9437261800,131.7977060000,20020399,,
番匠川水系,久留須川,8909170063,九州地方整備局,佐伯河川国道事務所,佐伯出張所,左岸,1.200,32.9425218100,131.7959867000,20020399,,
番匠川水系,久留須川,8909170063,九州地方整備局,佐伯河川国道事務所,佐伯出張所,左岸,1.600,32.9407170100,131.7979405000,20020399,,
番匠川水系,久留須川,8909170063,九州地方整備局,佐伯河川国道事務所,佐伯出張所,右岸,1.600,32.9412857800,131.7976651000,20020399,,
番匠川水系,久留須川,8909170063,九州地方整備局,佐伯河川国道事務所,佐伯出張所,左岸,1.800,32.9410411000,131.8000483000,20020399,,
