水系名,河川名,河川番号,地方整備局名,事務所名,管轄出張所名,左右岸,距離標名,緯度,経度,測量年月日,設置日,撤去日
高津川水系,高津川派川,8707060014,中国地方整備局,浜田河川国道事務所,高津川出張所,左岸,0.000,34.6747543600,131.8207162000,20060105,,
高津川水系,高津川派川,8707060014,中国地方整備局,浜田河川国道事務所,高津川出張所,右岸,0.000,34.6723180400,131.8204767000,20060111,,
高津川水系,高津川派川,8707060014,中国地方整備局,浜田河川国道事務所,高津川出張所,左岸,0.200,34.6738632500,131.8184216000,20060105,,
高津川水系,高津川派川,8707060014,中国地方整備局,浜田河川国道事務所,高津川出張所,右岸,0.200,34.6726651100,131.8185234000,20060111,,
高津川水系,高津川派川,8707060014,中国地方整備局,浜田河川国道事務所,高津川出張所,左岸,0.400,34.6738154600,131.8163250000,20060105,,
高津川水系,高津川派川,8707060014,中国地方整備局,浜田河川国道事務所,高津川出張所,右岸,0.400,34.6728696900,131.8162846000,20060111,,
高津川水系,高津川派川,8707060014,中国地方整備局,浜田河川国道事務所,高津川出張所,左岸,0.600,34.6736880200,131.8141389000,20060105,,
高津川水系,高津川派川,8707060014,中国地方整備局,浜田河川国道事務所,高津川出張所,右岸,0.600,34.6727868300,131.8142408000,20060111,,
高津川水系,高津川派川,8707060014,中国地方整備局,浜田河川国道事務所,高津川出張所,左岸,0.800,34.6729753400,131.8117715000,20060105,,
高津川水系,高津川派川,8707060014,中国地方整備局,浜田河川国道事務所,高津川出張所,右岸,0.800,34.6722035100,131.8123676000,20060122,,
高津川水系,高津川派川,8707060014,中国地方整備局,浜田河川国道事務所,高津川出張所,左岸,1.000,34.6719086400,131.8100286000,20060105,,
高津川水系,高津川派川,8707060014,中国地方整備局,浜田河川国道事務所,高津川出張所,右岸,1.000,34.6712025900,131.8107289000,20060126,,
高津川水系,高津川派川,8707060014,中国地方整備局,浜田河川国道事務所,高津川出張所,左岸,1.200,34.6707567900,131.8083478000,20060105,,
高津川水系,高津川派川,8707060014,中国地方整備局,浜田河川国道事務所,高津川出張所,右岸,1.200,34.6700546300,131.8090632000,20060126,,
高津川水系,高津川派川,8707060014,中国地方整備局,浜田河川国道事務所,高津川出張所,左岸,1.400,34.6696139600,131.8066868000,20060105,,
高津川水系,高津川派川,8707060014,中国地方整備局,浜田河川国道事務所,高津川出張所,右岸,1.400,34.6689501800,131.8073548000,20060123,,
高津川水系,高津川派川,8707060014,中国地方整備局,浜田河川国道事務所,高津川出張所,左岸,1.600,34.6682766400,131.8049128000,20060105,,
高津川水系,高津川派川,8707060014,中国地方整備局,浜田河川国道事務所,高津川出張所,右岸,1.600,34.6681969800,131.8059109000,20060228,,
高津川水系,高津川派川,8707060014,中国地方整備局,浜田河川国道事務所,高津川出張所,左岸,1.800,34.6663251400,131.8048358000,20060105,,
高津川水系,高津川派川,8707060014,中国地方整備局,浜田河川国道事務所,高津川出張所,右岸,1.800,34.6661781300,131.8066079000,20060228,,
高津川水系,高津川派川,8707060014,中国地方整備局,浜田河川国道事務所,高津川出張所,左岸,2.000,34.6644372900,131.8048984000,20051223,,
高津川水系,高津川派川,8707060014,中国地方整備局,浜田河川国道事務所,高津川出張所,右岸,2.000,34.6649296000,131.8066089000,20060228,,
高津川水系,高津川派川,8707060014,中国地方整備局,浜田河川国道事務所,高津川出張所,左岸,2.200,34.6627387000,131.8054195000,20060126,,
高津川水系,高津川派川,8707060014,中国地方整備局,浜田河川国道事務所,高津川出張所,右岸,2.200,34.6628600900,131.8062435000,20060120,,
高津川水系,高津川派川,8707060014,中国地方整備局,浜田河川国道事務所,高津川出張所,左岸,2.400,34.6611237500,131.8067828000,20051222,,
高津川水系,高津川派川,8707060014,中国地方整備局,浜田河川国道事務所,高津川出張所,右岸,2.400,34.6616951500,131.8073611000,20060111,,
高津川水系,高津川派川,8707060014,中国地方整備局,浜田河川国道事務所,高津川出張所,左岸,2.600,34.6599358500,131.8082176000,20060111,,
高津川水系,高津川派川,8707060014,中国地方整備局,浜田河川国道事務所,高津川出張所,右岸,2.600,34.6607754600,131.8085296000,20060111,,
