水系名,河川名,河川番号,地方整備局名,事務所名,管轄出張所名,左右岸,距離標名,緯度,経度,測量年月日,設置日,撤去日
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,0.200,42.9573417500,141.6309225000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,0.200,42.9563804400,141.6319347000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,0.400,42.9554542500,141.6295996000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,0.400,42.9550757800,141.6309850000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,0.600,42.9536152100,141.6288661000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,0.600,42.9534408900,141.6303335000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,0.800,42.9517497400,141.6286418000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,0.800,42.9515725300,141.6300530000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,1.000,42.9504982100,141.6283882000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,1.000,42.9494831900,141.6287801000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,1.200,42.9504622000,141.6260913000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,1.200,42.9492638600,141.6261232000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,1.400,42.9501025800,141.6236033000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,1.400,42.9490988400,141.6236761000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,1.600,42.9499377900,141.6211632000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,1.600,42.9489145800,141.6212337000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,1.800,42.9491387100,141.6185438000,20060217,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,1.800,42.9486061600,141.6192782000,20060217,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,2.000,42.9472028400,141.6176047000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,2.000,42.9471927400,141.6189123000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,2.200,42.9453320400,141.6176133000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,2.200,42.9454438300,141.6188926000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,2.400,42.9436545000,141.6180028000,20060217,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,2.400,42.9436282900,141.6190787000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,2.600,42.9419613300,141.6173392000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,2.600,42.9417192200,141.6186033000,20060217,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,2.800,42.9404993100,141.6164813000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,2.800,42.9399368800,141.6175596000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,3.000,42.9387637300,141.6152263000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,3.000,42.9385389400,141.6164325000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,3.200,42.9368182100,141.6148617000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,3.200,42.9368308100,141.6168480000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,3.400,42.9349968100,141.6149498000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,3.400,42.9350352300,141.6169468000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,3.600,42.9328957100,141.6150251000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,3.600,42.9326545900,141.6166651000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,3.800,42.9313621100,141.6142147000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,3.800,42.9308712400,141.6155904000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,4.000,42.9302810300,141.6127697000,20060217,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,4.000,42.9293286600,141.6136250000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,4.200,42.9291305600,141.6105497000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,4.200,42.9282858100,141.6117162000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,4.400,42.9277455700,141.6089419000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,4.400,42.9269389100,141.6103159000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,4.600,42.9260398400,141.6072798000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,4.600,42.9255385100,141.6093897000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,4.800,42.9239532500,141.6074604000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,4.800,42.9238815400,141.6091583000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,5.000,42.9224365400,141.6073549000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,5.000,42.9218292000,141.6089112000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,5.200,42.9206304700,141.6065560000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,5.200,42.9202525200,141.6080014000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,5.400,42.9187813300,141.6060576000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,5.400,42.9185664400,141.6075936000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,5.600,42.9170256700,141.6056006000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,5.600,42.9167935200,141.6071608000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,5.800,42.9152915300,141.6051428000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,5.800,42.9150450500,141.6067387000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,6.000,42.9133078700,141.6048811000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,6.000,42.9133871100,141.6064710000,20060217,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,6.200,42.9114669900,141.6054098000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,6.200,42.9116700600,141.6070143000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,6.400,42.9097113900,141.6059462000,20060217,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,6.400,42.9098991800,141.6075815000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,6.600,42.9087151400,141.6054500000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,6.600,42.9076225300,141.6062409000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,6.800,42.9077593000,141.6031072000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,6.800,42.9068158800,141.6042887000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,7.000,42.9059507400,141.6018621000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,7.000,42.9054110000,141.6034263000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,7.200,42.9041873000,141.6009661000,20060217,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,7.200,42.9037439400,141.6024562000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,7.400,42.9029126600,141.6000539000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,7.400,42.9019226300,141.6012440000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,7.600,42.9022501400,141.5982435000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,右岸,7.600,42.9013325800,141.5986595000,20030228,,
石狩川水系,漁川,8101030104,北海道開発局,石狩川開発建設部,,左岸,7.800,42.9010354300,141.5960361000,20060217,,
